text,sentiment,category
sam point point mass transit dense urban area car physically impossible require much space lot take away city system see road cope,0.0,neu
observance subway opinion post transit,0.0,neu
unfortunate work go straight hell die sure nice make rule,-0.7579,neg
since service shut half borough shuttle bus church avenue island,0.0,neu
gunner win,0.5859,pos
graphic man shot head dead last night avenue road breaking shooting lawlessness,-0.6486,neu
fat oh nice one thank understand save gif video automatically,0.8176,pos
ambient aunt agree complain much tried get home gig ended getting home public transport cab refuse take,-0.296,neu
maybe time go back people wearing mask hood like great intention try walking like bank get shot guard duty system whole become joke year,0.8834,neu
odds doubt,-0.3612,neg
work crew fix dancing hope regular service soon,0.4404,neu
stop team,-0.296,neg
blackcap pleasure eye apart today catch drop,0.3818,neu
museum thank,0.3612,pos
got booted hope good,0.7003,pos
people driving crazy people scooter want illegal street racing going truck acting like city internal revenue service law enforcement,-0.4939,neu
partly suspended intervene bus driver bus minute berate despite duty one threat helping female nurse,0.289,neu
mahatma khan done,0.0,neu
hi,0.0,neu
would ensure people pay fair use shelter would enjoy ride,0.7717,pos
subway abandoned taxpayer may start add horrible congestion speed exodus,-0.7579,neu
men human partly suspended intervene bus driver bus minute berate despite duty one threat helping female nurse,0.289,neu
fatalism get nowhere friend four easy way take action call reinstate mask mandate public transit,-0.6842,neu
hello help resolve issue find following open map map touch hold area map drop red pin search box find,0.4939,neu
thanks wearing mask please help call reinstate mask mandate public transit several easy action take,0.8689,neu
apology,0.0516,pos
mahatma khan thanks brother new handle,0.4404,neu
please visit information regarding data bundle expiry usage,0.3182,neu
hi thank engaging please mobile number bundle type look issue,0.7579,pos
men human partly suspended intervene bus driver bus minute berate despite duty one threat helping female nurse,0.289,neu
mahatma khan like,0.3612,pos
mahatma khan,0.0,neu
ball literally reason stuck station min aint going conductor wan na say something speaker work billion fare go everyone,-0.25,neu
mahatma khan lot brother ur continuous support appreciate effort,0.6597,neu
data show wearing mask public transit due mask mandate chart also show wore mask public transit mask mandate place mask mandate work,0.0,neu
stop delaying,-0.296,neg
mahatma khan,0.0,neu
hi kindly visit view data bundle term condition use,0.4939,neu
mahatma khan graduate mother tongue eleventh class blend,0.0,neu
took sign telling people mask still summer also stopped making announcement part reason people stopped many tourist visiting idea mask,-0.4215,neu
important note like mask compliance mask mandate place mask compliance took mask requirement sign summer,0.5106,neu
noted,0.0,neu
mahatma khan brother,0.0,neu
reinstate mask mandate public transit three easy action take urge reinstate mask mandate,0.4404,neu
bonus action save following phone number phone call chair office urge reinstate mask mandate public transit seem,0.7906,neu
mostly,0.0,neu
reinstate mask mandate public transit three action take,0.0,neu
one want go get,0.0772,neu
bus block bus lane rush hour pee,-0.4404,neu
late take minute take action help get mask mandate back public transit board tell mandate mask public transit,0.4019,neu
mahatma khan follow participant increase ur follower,0.3182,neu
recent support ally original tweet link,0.6124,pos
walk bike possible woman feel safe subway frequently rest time unpleasant,-0.0516,neu
dang desperate bet bed right next,-0.3182,neu
believe may also violation po grand larceny lack ownership recent hack fraud party correcting problem publicly criminal negligence,-0.9231,neg
man spread would get,0.0,neu
pretty enough sure get house,0.6705,pos
mahatma khan brother understand meaning,0.0,neu
working middle class fed moving blame one iota politician city council legislature get serious violent repeat offender time vote sickening crime bail,-0.9432,neg
part suspended part suspended,-0.7351,neg
please stop racist suspect racism,-0.8807,neg
please stop racist suspect racism,-0.8807,neg
local express local express,0.0,neu
local express local express,0.0,neu
please stop racist suspect racism,-0.8807,neg
please stop racist suspect racism,-0.8807,neg
mess among mess never forget,-0.5162,neg
really talking government thing,0.0,neu
minute minute,0.0,neu
fare wanting stop fare evasion provide efficient adequate service board member get brain checked saying thing make sense,0.3612,neu
weekend service weekend service,0.0,neu
strain overnight service overnight service,-0.0516,neu
weekend service weekend service,0.0,neu
weekend service weekend service,0.0,neu
museum,0.0,neu
museum,0.0,neu
amnesty museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
work crew fix hope regular service soon,0.4404,neu
museum,0.0,neu
museum,0.0,neu
rightly museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
hearty mo sao museum,0.0,neu
museum,0.0,neu
high nope seen wilder thing subway,0.0,neu
new york city transit bus depot,0.0,neu
news miner argo raise ease liquidity pressure share plunge firm also sold raise million miner,0.3612,neu
bray debut like literally good day,0.6597,pos
guy speak clearly swear even understanding hard,0.2732,neu
news controversial miner generation look raise million despite lower profitability hefty criticism environmental activist mining firm fresh miner,-0.3239,neu
track worker safety class say never get moving regardless speed cause get hit quickness plus backing engineer end folk,0.4404,neu
telling anyone downtown,0.0,neu
step congestion accelerator news,0.0,neu
overnight service overnight service,0.0,neu
see capacity clog paragraph thanks come common sense,0.4404,neu
remember humble foot soldier historic winter snow storm executive chamber former governor gave notice shutdown hey anyone home conscience,0.0,neu
part suspended part suspended,-0.7351,neg
work port authority work state city like union port authority big boss work together quasi private brainer port authority state time like,0.7096,neu
worst system work minute wait street,-0.6249,neu
news founder claim validation node chosen committee authority decentralization facade,0.0772,neu
support,0.4019,pos
news rap star join gala music board rap star snoop acquired death row record turn death row label technology rapper gala,-0.765,neu
mahatma khan,0.0,neu
mahatma khan done,0.0,neu
news classic twitter account director bob pointed use account something,0.0,neu
mahatma khan already,0.0,neu
regular customer upon sole mode transportation searching found line express link appear possible option route job,0.0,neu
built like drove bus year,0.3612,neu
always say fixing something gon na make better start go year hiatus system suck borough time nice covid give bus free fair cut cost,0.743,neu
mahatma khan,0.0,neu
mahatma khan,0.0,neu
museum,0.0,neu
model used bicentennial guide actually great guide book,0.6249,neu
part suspended part suspended,-0.7351,neg
ideation anti bullying campaign actually,-0.7351,neg
reason trust issue,0.5106,pos
say riding city connection unstable high latency user interaction least several hundred latency also bad connection even connection area,-0.7184,neu
look like master splinter got hooked humpback two foot tall rat man got rusty metal staff look like pipe wear rag made employee clothes,0.6124,neu
tin good happening marlin school community food drive challenge benefit poster made huddle,0.7351,neu
happening service queen information,0.0,neu
print favorite new color girl,0.4588,neu
agreement think thing need time ride transit feel safe certainly want riding late night small men,0.8316,neu
always reliable weekend service,0.0,neu
give first half lead loss red read host weekend soccer,-0.3182,neu
expect expect,0.0,neu
part suspended part suspended,-0.7351,neg
station station,0.0,neu
reduced service reduced service,0.0,neu
give lead tie read host night soccer,0.0,neu
one fell swoop feed beautiful follow subway image video let go,0.5994,neu
another day eric graphic man shot head dead last night avenue road breaking shooting lawlessness,-0.6486,neu
literally lived south queen decade confirm without doubt subway disgusting mess severely homeless person car could clear entire car due smell,0.2467,neu
filing class action suit,0.0,neu
way get caught important thing happening today,0.2023,neu
thing really kept private people take offense type behavior public thus notification pursue,-0.25,neu
killing mean desire live new york,-0.4019,neg
light minor service time customer please plan ahead travel appreciate patience thank riding light,0.7579,neu
new york escape clause use,0.1779,neu
mill station travel mill making stop thank patience riding,0.0772,neu
part administration ban mask use public facing employee covid phase death worker wrong messenger truly incredible indeed,-0.8271,neu
coming,0.0,neu
saw old tweet saying vest work think,0.0,neu
check listing added closet sport size small gray hoodie,0.0,neu
official agent,0.0,neu
recent support ally original tweet link,0.6124,pos
care opinion exactly state government toxic work environment sexual predator please stop talking,0.5106,neu
full,0.0,neu
almost like administration ignore year made campaign issue weird,-0.1851,neu
mahatma khan,0.0,neu
right,0.0,neu
bus standing going get moving,0.0,neu
get bus,0.0,neu
remember seeing driver white skinny male around need stop,-0.296,neu
part monster,0.0,neu
second time week bus driver skipping stop one bus zoo leaving around wait longer risk late come transit tracker bus run,-0.5106,neu
nick source link,0.0,neu
every min bus go anywhere currently stuck one thanks,0.2263,neu
wan na blink home hate,-0.5719,neu
whatever,0.0,neu
group,0.0,neu
weekend service weekend service,0.0,neu
reduced service reduced service,0.0,neu
hello longer discord game thank discord,-0.4404,neg
living saying stranger least week,0.0,neu
conductor used scream good morning good morning made announcement miss,0.3612,neu
mahatma khan please,0.3182,pos
show right bus direction minute bus gone like block gate hart ridiculous,-0.4404,neu
due police activity mill station entering station available alternative please make travel plan,0.3182,neu
especially bad week hear attention passenger announcement tension passenger course go tell tense anxious normal commute,-0.8588,neu
anyone would like update lost track may still,0.0516,neu
serve,0.0,neu
non efficiency heart,0.3612,pos
ordinary people get done paying go center already tax cell phone driver license auto registration gas payroll sale tax electricity never end balance budget,0.0,neu
yeah rule land crucial obey believe,0.296,neu
shuttle bus one get,0.0,neu
ga mister lonely,-0.3612,neg
service information today worker thank,0.3612,neu
please stop racist suspect racism,-0.8807,neg
apple watch apple pay take subway awesome,0.5719,neu
please stop racist suspect racism,-0.8807,neg
please stop racist suspect racism,-0.8807,neg
arrest fatal commuter stabbing new york transit,-0.7096,neg
used dog sweet,0.4588,pos
every time pay long island thank lord cause god people get around without smelly taking half important neighborhood city price two,0.6124,neu
look good heading bridge easy drive level island bound traffic also move well,0.7845,neu
transfer working properly getting extra charge result joke,0.296,neu
saying trying figure way keep path funded working instead neither party interested,-0.5448,neu
fact plan express whole weekend volume think someone find much team winning series,0.5267,neu
recent support ally original tweet link,0.6124,pos
twitter month seriously wondering return lord quite worrying think unfold recall level bizarre attachment say,-0.5413,neu
express express weekend fan take local additional min plenty angry fan seat guess fan,0.3818,neu
provide refund service long period time passenger get courtesy free access next available station,0.7003,neu
million fare might pay service lot people still like complain service,-0.1027,neu
one truly hate love,0.5267,pos
say tweet mid,0.0,neu
whats,0.0,neu
pay insane money year yet bus driver shuttle lorimer junction weekend ask random man help collide shuttle going direction narrow street,-0.1779,neu
wan na know seat filled first pitch blame express anyone tell,-0.34,neu
horrible situation currently avenue westbound stop platform extended period completely rude unhelpful station agent get useless swipe,-0.8955,neu
napper may aware movement making specific tangible progress,0.4215,neu
live inauguration reception mosque starting shortly,0.0,neu
hi apologize inconvenience request refund please call use link complete refund form,0.0516,neu
vote anything fund stop example prop,-0.296,neu
please please please station many homeless drug front people nasty view,0.3182,neu
lead minute play,0.34,pos
often assumption understand full repercussion understand subway use one main benefit living large swath intentional,0.4588,neu
remember trying bus definitely get far,0.4019,neu
many getting stuck tunnel,-0.25,neu
fare enforcement actually really expensive end like,0.4144,neu
brutally honest hilarious,0.25,pos
time get job,0.0,neu
cute deploy four shuttle back back two block actual stop behind,-0.2732,neu
really cool shut half something huge comic con hope burn eternity hell,0.2944,neu
act like people place go weekend,0.3612,neu
recent support ally original tweet link,0.6124,pos
gesture friendship offer send construction crew way recover,0.4404,neu
check latest video showing coming,0.0,neu
procurement via event,0.0,neu
please offer seat passenger elderly disabled pregnant standing right,0.3182,neu
tonight tomorrow bus valley stream west perform switch repair bus departure time see special west weekend schedule,0.4019,neu
westbound customer station oyster bay east board bus westbound service available see bus departure time oyster bay branch,0.0,neu
headway acquired brain injury specialist support service offer range service sil support allied health referral program call headway physiologist,0.3818,neu
truly gotten nerve,0.4404,pos
street league top,0.2023,neu
one get testing equipment would like test car yes thank wearing mask,0.7717,neu
paying fair,0.3182,pos
really miss like hour still,0.2228,neu
bus past family waiting bus stop without even next bus minute,-0.296,neu
wonder responsible current,0.3182,pos
sam point point never reach union insist conductor maybe better think system take advantage form get rid structure make thing prohibitively costly,0.5308,neu
fragment optimization elaboration strategy discovery two lead series inhibitor five fragment hit smith gave excellent plenary lecture exciting advance recent conference arc,0.8481,neu
ride subway every time even cent,0.0,neu
heavy,0.0,neu
hello often shuttle bus,0.0,neu
victim protecting sexual predator go away,-0.2732,neu
recent support ally original tweet link,0.6124,pos
bus service mile terminal awful min bus horrible every time give chance disappointed,-0.8225,neg
lost many seat house senate crime police still learned lesson nobody sane love crime people want feel safe act legislate accordingly lose democracy appease crazy activist,-0.5994,neu
want bad,-0.4939,neg
bus fail,-0.5423,neg
nick actual crime match rhetoric,-0.5423,neu
thinking new york city transit bus company personnel facing year prison hell,-0.836,neu
maybe serving stop could run father lot rider make extra transfer today,-0.296,neu
support,0.4019,pos
damn girl every weekend manage disappoint new creative way,-0.3612,neu
go traintime information specific trip,0.0,neu
trip depart south terrace run much service bus operator available see next bus arrive,0.0,neu
step suck ur dick step join step bully,-0.802,neg
bus never got destination also take thanks lot stealing money,-0.2023,neu
someone please tell customer equipment break bus broke basically keeping wonder people paying get bus know,-0.128,neu
th server rip,0.0,neu
tiffany caban hey day stop council idiot could care,-0.3182,neu
middle class subway system much possible due crime local bus next forget ever getting back large number save company money long term large expensive office lease expire time get used,-0.2263,neu
hot mess,-0.3612,neg
waiting min downtown gorgeous afternoon announcement nonstop switched service,0.6124,neu
following trip run transit center central park much service bus operator available see next bus arrive,0.0,neu
welcome,0.4588,pos
keg upon,0.0,neu
evening traffic update wonderful night,0.5719,neu
escalator working shame,-0.4767,neg
good afternoon three escalator listed service another escalator working please visit report additional outage thank,0.7717,neu
become firm regarding existence via news,0.0,neu
escalator street working weekend,0.0,neu
keep,0.0,neu
light currently service airport minute please plan ahead travel regret inconvenience cause,-0.4588,neu
recent support ally original tweet link,0.6124,pos
every announcement subway conductor sound like parent brown,0.3612,neu
would huzoor like pray via news,0.5859,pos
pretty sure something illegal local politician fund send employee across state line meddle another state local election much taxpayer used free public transport budget,0.6369,neu
express local express local,0.0,neu
operator pleasant driver rice name bus would give car ride eternally thanks rice wonderful safe ride,0.9153,pos
time actually,0.0,neu
serf weekend service week work people rely weekend get short end stick,0.0,neu
great idea put letter number outside inside know one getting onto oh yeah good actually thought,0.8591,neu
prepare world war via news,-0.5994,neu
derrick former official weekender stopped supporting way back check see weekend service alert sign new weekender newsletter,0.4939,neu
hey ten weekend service change thing,0.0,neu
posted year ago people hope make year,0.4404,neu
people pray remember successful via news,0.7269,pos
street platform smelling foul scent man someone saying said man smoking synthetic marijuana vapor went lung,0.0,neu
plug completely,0.0,neu
light currently operating schedule thank patience riding light,0.3612,neu
exactly money full display stand game day ticket full round trip fare minimally either zone city user least honor city ticket post game ride,-0.3875,neu
run weekend run metropolitan click link schedule,0.0,neu
gave audacity lane,0.0,neu
waiting minute two service bus go two come one right behind another minute service like wonder fare jumper worth charging,0.5267,neu
mosque remind huzoor hut stayed lived via news,0.0,neu
bike kind subway especially kind battery start fire go scooter also amount turn style hand never police around total failure,0.6486,neu
love one,0.6369,pos
time platform many minute take get actual arena sure,0.3182,neu
view inter racial inter cultural marriage via news,0.0,neu
child young age via news,0.0,neu
get eta queen bound port authority close,0.0772,neu
work crew bay park fix steam hope regular service soon,0.4404,neu
benefit practice custom promote nearness via news,0.6808,pos
please stop racist suspect racism,-0.8807,neg
getting wallet back yesterday moving today let know get back behind wheel,0.0,neu
gratifying attend lecture learned wealth redistribution attempt time also first time academy science magnificent,0.886,neu
weekender may official however use also use service change page well show service change week advance,0.2732,neu
day classic move win saint play tomorrow,0.7351,pos
sandwich time transit,0.0,neu
service suspended port great neck switch trouble port go traintime information specific trip,-0.1779,neu
say wa lose something via news,-0.4019,neu
think official weekender newsletter,0.0,neu
pretty said going go stay home,0.4939,neu
day first nuclear bomb university rainbow elm hill pike canoe exit downtown acting president united state air force one went air force moment got royal chariot one,-0.1027,neu
girl getting like better,0.6597,pos
list mahatma khan,0.0,neu
something every single day,0.0,neu
recent support ally original tweet link,0.6124,pos
set,0.0,neu
work crew circle fix hope regular service soon,0.4404,neu
reaper birthday boy blowing candle whole server,0.0,neu
great day south,0.6249,pos
good afternoon work go twitter service change available,0.4404,neu
due urgent track maintenance line posted posted tweet service change unexpected service change,0.2023,neu
local express local express,0.0,neu
shuttle bus didnt stop grand street stop along passenger bus driver said whats going want get people shuttle bus already inconvenience,-0.2273,neu
birthday parade jam,0.0,neu
busy moving upper lower level bound minute queue toll look good queen bound quiet,0.1779,neu
tale,0.0,neu
fix,0.0,neu
new event host well one team weekly glitter talk thing anything future could interesting,0.5859,neu
story saw notice major trackwork weekend get game service atlantic terminal,0.0,neu
meeting via news,0.0,neu
brown lift field hockey clark overtime eagle,0.0,neu
huzoor interview lake county news sun via news,0.0,neu
fear mongering failing know always liberal access abortion world procedural vote certify election normal part process democracy heck vote democracy gaslighting,-0.8074,neu
alter state shuttle bus,0.0,neu
live new york city teeming cop soldier cop suck city resource going stop one guy moment pepper spray unless proponent crime,-0.8225,neu
weekend must mean another round service courtesy amazing great city never able solve problem,0.9015,pos
whoever system thank,0.3612,pos
better miss bus would wait minute next one wild,0.3182,neu
hello everyone new video made check avenue short,0.0,neu
way get terminal tomorrow island half tried plan ride telling take bus confused,-0.3182,neu
slightly punctual significantly dirty,-0.3892,neu
shame weekend service,-0.4767,neg
bureau mint bullfrog,0.0,neu
shame weekend schedule,-0.4767,neg
make progress next couple hour take wallet lost found thought might faster case vacation likely panicked,-0.3612,neu
girl uptown six,0.0,neu
sad remember constant call additional patrol resource nothing change long far left extremist call police pretend crime problem wake voter,-0.8658,neu
step remove cloud chart step learn step friend ask question learn got buddy,0.4939,neu
smith street line one best station view subway transit new york,0.6369,neu
maybe repeat offender jail immediately would start regime,-0.3612,neu
click link subway schedule,0.0,neu
hate taking weekend suck,-0.765,neg
recent support ally original tweet link,0.6124,pos
bus around passenger acting irrational irate thank applaud driver calm trying keep passenger safe passenger multiple time sit cursed,0.5267,neu
subway schedule weekend,0.0,neu
thank believe,0.3612,pos
shame,-0.4767,neg
question time leave station game day start,-0.0516,neu
wait state control thought former admitted sexually multiple woman resigned always said control,-0.1531,neu
please put subway system platform car bus,0.3182,neu
please visit service change thank,0.5859,pos
send thank message soon,0.3612,neu
look good approaching traffic bridge move well queen hit slowdown going,0.6124,neu
interesting,0.4019,pos
light operating schedule thank patience riding light,0.3612,neu
considering amount comic con think add extra bus go waiting bus meanwhile plenty bus come gone,0.0,neu
new parking garage open fan yet,0.3182,neu
corrupt entity existence,0.0,neu
express local express local,0.0,neu
dead,-0.6486,neg
ringing state legislature bell sweetie oh wait wan na woke part bail crime reform,-0.0772,neu
please move faster one get anywhere time rate drive,0.3182,neu
put tail leg abandoned hope crime,-0.5574,neg
agree tiffany caban subway crime like billion occurrence nothing worry,0.4416,pos
tired false prophet preaching lie incorrect arrival time ignorant mass trying go downtown,-0.6124,neu
moving well heading traffic bridge look good island upper lower level,0.4215,neu
back ever,0.0,neu
instead,0.0,neu
time bodega install buzz lock let anyone wearing hoodie mask punk love face time stop frisk brought back time get serious fare,0.4019,neu
people trust secure go back work,0.6908,pos
unacceptable busy weekend taken finally leaving sat station,-0.4588,neu
numerous fight game last night people drinking thousand let free,0.1779,neu
keep violent criminal jail state government prefer violent criminal street subway interest reducing crime,-0.9442,neg
bring back,0.0,neu
rode pandemic till still number lie level crime rider mean cavalier yes probably cop,-0.128,neu
worry mass transit advocate public advocate comptroller borough president call fix door comfort taxpayer funded smart phone hand,0.6705,neu
anyone home state government crisis seem improving,-0.3182,neu
fire everyone charge hire guy great job fired getting much credit,0.1779,neu
provide worst uncomfortable transit service world still wonder people fare evade,-0.7717,neu
becoming next,0.0,neu
two line regularly go rest,0.0,neu
passenger shot bee line bus yahoo voice transit,0.0,neu
hold job information event park avenue viaduct second avenue subway phase project dozen early direct entry apprenticeship program along recruitment civil service opportunity,0.4215,neu
thanks taking minute talk course enjoy great seeing,0.8807,pos
much,0.0,neu
like mind mildly inconvenience weekend,0.0,neu
stand people sit stand sit like man stick yo back turtle born back mon dude half as seat another half hag somewhere air commute,0.3612,neu
recent support ally original tweet link,0.6124,pos
part suspended part suspended,-0.7351,neg
neat,0.4588,pos
know entering want charge driver toll something also gas price rising better,0.4939,neu
hi schedule closer event day schedule currently traintime,0.0,neu
yan museum military junta terrorist organization always act violence rape murder upon people international community must take immediate action term global arm embargo end military coup immediately,-0.9648,neu
subway station weekend,0.0,neu
please subway cleaning crew clean touch surface pole strap seen plenty poor unfinished job,0.2263,neu
picked random say trip,0.0,neu
repeatedly survey wait time stop care many cop station mask vagrant even cleanliness want wait longer minute,0.3182,neu
behave,0.0,neu
rider east arena access arena station two way service effect plan trip,0.0,neu
far left logic lie one wasteful bureaucracy go daily operation go towards payroll pension retired worker union strike every year get pay raise price go,-0.2263,neu
ha account today,0.34,pos
dear really great day service thanks,0.8718,pos
sure two go day,0.3182,neu
men human toxic masculinity expect men field dangerous situation simply men,-0.4767,neu
unfortunately truth book book god,0.25,pos
yes time fire top management separate create new agency authority new link join rest mass economy scale equipment necessary,0.6908,neu
book relevant,0.0,neu
beautiful good see positive beautiful art subway negative happening let keep positive energy check video,0.946,pos
subway court square long island city,0.0,neu
sure think would great location one floating bus stop could driver making right second doubt happen could stop lot people want next bus,0.2023,neu
bus driver passive aggressive,0.0516,neu
worker talk whole food next time pay grocery bill actually act like listening,0.2732,neu
trip depart central park run much service bus operator available see next bus arrive,0.0,neu
wait damn wow statement pondering loud cold as,0.2732,neu
hello bus route right today currently plan build division route however might interest know another bus company division game work feature,0.4588,neu
recent support ally original tweet link,0.6124,pos
headed raven game purchase fare ahead time mobile fare safe secure easy use fare good use year purchase visit learn today,0.8779,neu
height university light life,0.0,neu
turnstile,0.0,neu
en,0.0,neu
charge accessory time square station lot police yet nowhere found refuse equip employee deal thing even though employee job,0.2235,neu
utmost respect shuttle bus driver,0.4767,neu
charge accessory time square station lot police yet nowhere found refuse equip employee deal thing even though employee job,0.2235,neu
number one book also dub,0.0772,neu
course sadly medium give height clothing nothing description meanwhile support pro crime agenda grift want render helpless,-0.8822,neu
marc commuter bus rider weekly monthly transit link card pass ride free ride bus get bus enjoy,0.7579,neu
picked great weekend weekend run go city weekend either,0.6249,neu
one ever pay,-0.1027,neu
people wait long go back uptown half as stop go downtown simple solution terrible track repair plan higher get big buck steal money screw average person,-0.765,neu
one cutthroat driver,0.0,neu
every single day find way play,0.34,neu
nasty however extra leaf peeper line fall weekend detail,-0.5574,neu
right border breaking even monthly ticket available probably would bought one since march instead drove week easier put tin cup put effort actually growing,0.5423,neu
find sick people,-0.5106,neg
hi submit bus service team also submit feedback suggestion link el,0.0,neu
violent crime increasing decreasing look graph page report,-0.8126,neg
bus anime,0.0,neu
slow speed slow speed,0.0,neu
walking earth flute big training owl family man still rapping prime level ye head hobo try talk hop,0.0,neu
minority plan extra time trip,0.0,neu
transit transit,0.0,neu
offer culture,0.0,neu
recent support ally original tweet link,0.6124,pos
subway new york,0.0,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
well done guy,0.2732,pos
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
seeing end,0.0,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
library open regular hour long weekend research help desk closed open afternoon virtual question,0.4019,neu
platform multiple people sleeping bench,0.0,neu
indication affected stop many elderly people may tech savvy waiting informed saw job crap service always ride lately,-0.6597,neu
light currently north service please plan ahead travel time assure working diligently restore normal time service appreciate,0.8225,neu
wow day later live site still hacked,0.2732,neu
good morning please visit bus schedule thank,0.7717,pos
literally said looking leave get queen shove,-0.0516,neu
full many abandoned building enough mental institution many prison rent damn high college loan dumb assault playground yet lottery million dollar exist make make sense,-0.9442,neu
whether deduction port authority toll revenue agreement combined port authority toll reduction figure system toll reduce congestion provide enough path,0.5859,neu
trying throw style crisis demand commuter resident verge driving people,-0.6808,neu
person injured shooting bee line bus daily voice transit,-0.4019,neu
recent support ally original tweet hero link,0.8225,pos
true new york spirit mass fare evasion,0.5423,neu
waiting bulldozer symptom fire personally,-0.34,neu
hate able go home enough time score front row seat panel,-0.5719,neu
apparently around find weekend,0.0,neu
result amateur thistle scorer one goal enough settle close game visitor better first half host second big point good side,0.7003,neu
yes hearing may decide allow deduction port authority toll yes might decrease traffic enough cause significant revenue drop like easy problem solve,0.8689,pos
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
video attack unfold subway within hour window news transit,-0.4767,neu
prophet said worst thing newly every newly thing innovation every innovation going astray every going astray fire,-0.3182,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
fat museum,0.0,neu
museum,0.0,neu
jay cutler,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
fun,0.5106,pos
calendar wow cool,0.7269,pos
museum,0.0,neu
far aft remember growing aft game record rating look sold soul fan love team show traffic horrible service make impossible really enjoy,0.8016,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
fat museum,0.0,neu
run museum,0.0,neu
ae museum,0.0,neu
museum,0.0,neu
art lin lat museum,0.0,neu
art lin lat museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
today join today parade bus,0.296,neu
museum,0.0,neu
museum,0.0,neu
san museum,0.0,neu
art lin lat museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
moody new jersey transit transportation project bond series outlook positive moody transit,-0.1027,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
congratulation honor receive award artist world,0.891,pos
museum,0.0,neu
museum,0.0,neu
waiting bus long met cat way boy wrong,-0.4767,neu
un museum,0.0,neu
un museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
party time,0.4019,pos
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
part suspended subway line via,-0.4767,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
hi downtown car taking long get street,0.0,neu
san museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
un museum,0.0,neu
de right thank writing took without problem,0.5801,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
art museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
every weekend find way ruin plan,-0.5859,neu
tho museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
currently rushing cause decided stop fully broadway junction hold,-0.296,neu
museum,0.0,neu
museum,0.0,neu
really never going way,0.0,neu
saw skit time actually felt,0.0,neu
museum,0.0,neu
card let escape new north station gate,0.1779,neu
hate reliably schedule,-0.5719,neg
figure,0.0,neu
hello entrance station street corner people keep going way stair find service,0.0,neu
find,0.0,neu
hour later plaza chaos staff try shuttle correct better,-0.2023,neu
honest want see upset fail like,-0.0,pos
bound leaving station,0.0,neu
welcome,0.4588,pos
base level city collection relatively contiguous building connected transportation infrastructure street sidewalk place get apartment local fare inside city,0.0,neu
service resume several line suspended due activity,-0.4767,neu
museum,0.0,neu
museum,0.0,neu
sent picture city official wont anything want real change vote start voting red,-0.0572,neu
men human work welder leave due reprimand angry people yelling despite taking law hand self defense tool assist passenger,-0.6836,neu
give break,0.0,neu
excuse getting harder harder type city around weigh pro con like taught school pro win,0.765,neu
glad enjoying copy training video though story made crack,0.7506,neu
mean worker reason everything else wrong physical system nice everyday like bad day work,-0.3182,neu
feeling well work try troop got plan,0.3818,neu
bound lorimer final stop work exclusive,-0.1779,neu
men human work welder leave due reprimand angry people yelling despite taking law hand self defense tool assist passenger,-0.6836,neu
station station,0.0,neu
hello apologize experience please mobile number location elaborate exact challenge facing assist,0.5106,neu
